train_loss,train_accuracy,val_loss,val_accuracy
0.5627614029816219,0.6026785714285714,0.37829744040966035,0.35125
0.36388928685869487,0.43785714285714283,0.3243556696176529,0.51625
0.3190666342633111,0.5689285714285715,0.30494241923093796,0.583125
0.29573955042021616,0.6425,0.29168064415454864,0.645625
0.2791689884662628,0.6880357142857143,0.2860339003801346,0.6825
0.2740845750910895,0.7019642857142857,0.28105000078678133,0.7025
0.26015538343361444,0.7457142857142857,0.28067787885665896,0.709375
0.25343308542455945,0.7582142857142857,0.27419054478406907,0.74
0.24447390709604536,0.7819642857142857,0.2828250452876091,0.72375
0.24261431421552385,0.78375,0.2761118412017822,0.745625
0.23150952228478022,0.8107142857142857,0.287029016315937,0.738125
0.23239196964672634,0.8130357142857143,0.281064812541008,0.754375
0.2244173687696457,0.8233928571428571,0.27831479072570803,0.7625
0.22799943225724356,0.8101785714285714,0.27937039971351624,0.76625
0.2185676452091762,0.8339285714285715,0.2789271077513695,0.77
0.21520019727093834,0.8428571428571429,0.277018581032753,0.7675
0.2094126250914165,0.8530357142857142,0.2751321420073509,0.79125
0.20340946427413395,0.8642857142857143,0.2784471496939659,0.795625
0.20525101329599107,0.8601785714285715,0.27719383865594865,0.78125
0.20254040437085288,0.8633928571428572,0.2738716694712639,0.800625
0.202622224347932,0.8666071428571429,0.27689221143722537,0.7825
0.20138860349144255,0.8691071428571429,0.2803448581695557,0.78875
0.19759702333382198,0.8780357142857143,0.29158237159252165,0.793125
0.1917600427355085,0.8853571428571428,0.2827837938070297,0.783125
0.19204717836209706,0.8828571428571429,0.28004505932331086,0.795
0.19180768753801072,0.8816071428571428,0.2751572296023369,0.80375
0.18887389131954738,0.8882142857142857,0.2761245757341385,0.80625
0.18532501757144929,0.8905357142857143,0.28206687182188034,0.80375
0.183553118961198,0.8980357142857143,0.28114943593740466,0.815
0.1739717725770814,0.9083928571428571,0.2824577978253365,0.811875
0.1829123365027564,0.8998214285714285,0.2758613467216492,0.79875
0.17285189168793816,0.9073214285714286,0.28259642243385313,0.815
0.1766814331497465,0.9035714285714286,0.2751104736328125,0.825
0.17225943160908563,0.9108928571428572,0.2794247904419899,0.820625
0.1763796234556607,0.9023214285714286,0.27954866617918017,0.81125
0.17122235144887651,0.9089285714285714,0.286689367890358,0.815625
0.1660107058286667,0.9158928571428572,0.2802114999294281,0.83
0.16471139631101064,0.9167857142857143,0.28961815029382704,0.811875
0.16476945093699863,0.9155357142857142,0.29955840766429903,0.81875
0.16173675341265542,0.9210714285714285,0.289596383869648,0.829375
0.16038625282900673,0.9233928571428571,0.2877302557229996,0.830625
0.16233272607837404,0.9191071428571429,0.29484624683856964,0.82125
0.16237585697855267,0.9166071428571428,0.297915087044239,0.82125
0.16303198478051595,0.9166071428571428,0.31369853019714355,0.806875
0.15745018299136843,0.9210714285714285,0.29485225915908814,0.825
0.15865680319922312,0.9189285714285714,0.31070047974586484,0.82125
0.1516913988334792,0.9267857142857143,0.30390570521354676,0.82625
0.15302949177367348,0.9314285714285714,0.3025154596567154,0.825625
0.1540202134847641,0.9278571428571428,0.3023894703388214,0.831875
0.15587745279073714,0.9235714285714286,0.29534968346357343,0.825625
