train_loss,train_accuracy,val_loss,val_accuracy
0.5017759145790116,0.41623376623763664,0.3249639264051465,0.23045454545454547
0.3215317880711615,0.32688311692956207,0.29368055665838544,0.40454545454545454
0.29069368689634,0.47779220777672604,0.2812179186637851,0.49772727316076104
0.26918374719214144,0.574285714301196,0.27730598268301593,0.5363636365803806
0.2566638457206275,0.6259740260359529,0.27067578206027765,0.5754545456712896
0.24520394057653752,0.6740259740879009,0.27023919013099396,0.6290909095243974
0.2362827198634009,0.7023376623376624,0.26867184086122375,0.6377272727272727
0.22859775172971591,0.7284415585034854,0.2713791401921839,0.644090909090909
0.22059933655736852,0.7566233766853036,0.26768577595551807,0.6509090909090909
0.21614424871953197,0.7675324675324675,0.27291456404803455,0.6745454545454546
0.21024245295781813,0.7757142857142857,0.27290500268556067,0.69
0.20674216988423058,0.7915584415584416,0.2791901885167412,0.6609090909090909
0.20402251060325574,0.7999999999690366,0.27069425064584485,0.673636364069852
0.19984100709564953,0.8087012987322622,0.27326897304991016,0.683636364069852
0.19740592645040686,0.8246753246443612,0.269369892668033,0.6900000004334883
0.19224683294281425,0.834935064935065,0.2760658730631289,0.6895454545454546
0.18869480413396328,0.8441558442487345,0.272782518595889,0.7081818186153065
0.18780920849301508,0.8438961039270674,0.27536868293216266,0.708636364069852
0.185376922464717,0.8475324675943945,0.2752468786809755,0.7131818183985623
0.18053735863742,0.8663636363945998,0.2788679096577824,0.7209090913425792
0.17958918986726105,0.8710389610079976,0.27439047806504846,0.7145454545454546
0.17816037604299323,0.8694805194805195,0.2776212636111439,0.7095454549789428
0.17408637637542987,0.8719480520409423,0.2811751875324526,0.7231818183985623
0.17343005541078282,0.8744155844775113,0.28515467803547345,0.721818182034926
0.167109039778284,0.886103896165823,0.28950268958789716,0.723636364069852
0.1680284992664187,0.8851948051948052,0.29357152594172436,0.7209090909090909
0.16762796795590784,0.8848051948361583,0.29047097028165625,0.7245454547621987
0.16652766744996503,0.8870129871058774,0.2971801619598831,0.7172727272727273
0.16634361946731188,0.8867532467842102,0.2874799891226534,0.7327272727272728
0.16457737512360965,0.8840259741188644,0.2936673151410144,0.7154545458880338
