train_loss,train_accuracy,val_loss,val_accuracy
0.48100329069864184,0.2631547619047619,0.38869903167088826,0.21354166666666666
0.38857649712335496,0.2914285714285714,0.37182356854279836,0.31916666666666665
0.3669998657135736,0.36904761904761907,0.3615285070737203,0.33729166666666666
0.3525295424461365,0.4208928571428571,0.35784873882929485,0.40729166666666666
0.3438151776222956,0.4573809523809524,0.3539801053206126,0.4270833333333333
0.3348707162482398,0.48845238095238097,0.3499744538466136,0.43083333333333335
0.32682353286516097,0.5163690476190477,0.3529590411980947,0.45395833333333335
0.31949754470870606,0.5424404761904762,0.3455587077140808,0.4529166666666667
0.310628975544657,0.5667857142857143,0.34685566345850627,0.47270833333333334
0.30715711908681054,0.5828571428571429,0.3464746584494909,0.49541666666666667
0.3018863673721041,0.5959523809523809,0.342228648463885,0.49604166666666666
0.29951491276423137,0.6050595238095238,0.34150741279125213,0.51625
0.2922237320457186,0.6289285714285714,0.3416752465565999,0.5264583333333334
0.28838448995635624,0.6419047619047619,0.34284805436929067,0.5452083333333333
0.2860554269665764,0.6511904761904762,0.33684833387533825,0.54875
0.2804823025067647,0.6698809523809524,0.33660970578591026,0.5614583333333333
0.2769668796232769,0.6761309523809523,0.33599615494410195,0.5570833333333334
0.27039619474183946,0.6980952380952381,0.3363567712903023,0.5516666666666666
0.268021666549501,0.7036309523809524,0.33791093319654464,0.5791666666666667
0.26680887114434015,0.7091666666666666,0.3373168457547824,0.5795833333333333
0.2646972229934874,0.7139285714285715,0.3341254848241806,0.58125
0.2587940842764718,0.7260119047619048,0.33722511867682137,0.610625
0.2553460487581435,0.7363690476190476,0.34141667544841764,0.5920833333333333
0.2544713192610514,0.7407142857142858,0.3356428748369217,0.5895833333333333
0.25372396872157144,0.7459523809523809,0.34965875148773196,0.5902083333333333
0.2500181046270189,0.7573809523809524,0.3400781821211179,0.59625
0.25078574507009416,0.7488095238095238,0.34461207151412965,0.5958333333333333
0.2495221012263071,0.7533928571428572,0.3426243601242701,0.5929166666666666
0.24675908650670733,0.7579166666666667,0.3469591187437375,0.59625
0.24544468150252388,0.7642857142857142,0.34506914258003235,0.6014583333333333
0.24404136274542126,0.7686309523809524,0.3498777743180593,0.605
0.23856550818397884,0.7770833333333333,0.35984752158323924,0.616875
0.2359356509503864,0.7873809523809524,0.34499970138072966,0.6233333333333333
0.2310091123978297,0.8004166666666667,0.3427537566423416,0.6333333333333333
0.23188168846425555,0.7945238095238095,0.341455119450887,0.6277083333333333
0.2334183334736597,0.7925595238095238,0.3458876927693685,0.626875
0.23106863243239267,0.7969047619047619,0.3456264779965083,0.6241666666666666
0.23144399838788168,0.7966071428571428,0.3457442617416382,0.6345833333333334
0.22599695793219976,0.8079761904761905,0.3521919043858846,0.6297916666666666
0.22543670745123,0.80875,0.35170443962017695,0.6316666666666667
0.2234414510783695,0.815,0.34667461772759756,0.6285416666666667
0.22528897126515707,0.8076190476190476,0.3454272453983625,0.6308333333333334
0.22008856367497218,0.8216666666666667,0.3452729211250941,0.6372916666666667
0.22087107903900602,0.8194047619047619,0.34362014641364413,0.6420833333333333
0.21936438864185698,0.8222619047619047,0.3449176494280497,0.6427083333333333
0.21889299018042427,0.8204166666666667,0.34503658294677736,0.6389583333333333
0.2174282569544656,0.825952380952381,0.355178647240003,0.6433333333333333
0.21318475561482567,0.8330952380952381,0.3664889779686928,0.6391666666666667
0.21406013573919025,0.8315476190476191,0.35110773851474125,0.64
0.2114047899274599,0.8394047619047619,0.35860878537098567,0.6429166666666667
