train_loss,train_accuracy,val_loss,val_accuracy
0.34728552604038454,0.872623386234432,0.3335253935913707,0.8756239760138772
0.3231397330315406,0.8789468842543565,0.320771299302578,0.8806570366946134
0.3075278381077554,0.8844628240411931,0.31751973788405574,0.8826611725633795
0.29214243374245114,0.8901747529104158,0.31139607112421547,0.8857727437452837
0.2768754885343222,0.8956387460262745,0.3112582515405361,0.8869834902069785
0.2618697488872316,0.9012680282840481,0.3082209769203219,0.88900001968037
0.24715544908397222,0.9064451277534683,0.3126018777229758,0.8888058055964383
0.23414509518201962,0.9108630772999354,0.31397343825462254,0.8899049784053455
0.22170325309236183,0.9155029850501519,0.3173597435965094,0.8904008451808583
0.2099896001682131,0.9196541093107942,0.32550180642757304,0.8896446479884061
0.20023708373456697,0.9230578875541687,0.3290085812034302,0.8902272934480147
0.19020491317409613,0.9264746559192608,0.33500718923155653,0.8895744010318409
0.18232345092187688,0.9295643836306287,0.3391736528814532,0.8879132453311573
0.1741711828065572,0.9323270766766041,0.3464811699854773,0.8877314246784557
0.1676010242245621,0.9347969700701825,0.35599867107216704,0.8868471277843822
0.16109126563063295,0.9373176312570448,0.3638679402512173,0.8864297728538513
0.15534256972323027,0.9393459678563205,0.3698851044268109,0.8865496097044512
0.15051314291046108,0.9409811498592426,0.38383924371974415,0.8845743987343528
0.14587082174232235,0.9427556483528831,0.3819968515010767,0.8856033265373924
0.1414211076124265,0.944386108708072,0.38896144476047784,0.885144646991383
0.1378933369271779,0.9457910659591873,0.3921340706563273,0.884214899149808
0.13391665898362465,0.9475242420233689,0.4040102363499098,0.8836157228729942
0.13144660606807054,0.9483884692006297,0.41080144697497056,0.8842148937745528
0.12761890887595292,0.9498548193535248,0.42208757017587506,0.8838223349831321
0.12592512069647493,0.9507013381920851,0.41718794431450756,0.8827520865093578
0.12318611060860149,0.9516977942082789,0.4352990637511708,0.8828925833702087
0.12120835670576341,0.9525974395306079,0.43445236868290016,0.8828058065934614
0.11722960685723248,0.95416178431449,0.4386472695961941,0.8816405184485696
0.11570102885439744,0.9547887014723443,0.44917349569326226,0.8828553930629384
0.11366118025034666,0.9553802005099011,0.4555812800346419,0.8809173742641102
0.11201349093866507,0.9563329756043174,0.4578503175357053,0.8811735737973994
0.11098880431246619,0.9568064102878818,0.45903892858430395,0.8820413441224532
0.10871187551101776,0.9577532798717548,0.4597021390705608,0.8815248146924105
0.10565778867425119,0.9586883477607331,0.46429479555335157,0.8819917551387441
0.10575853566951629,0.9589598924958861,0.4678376330885776,0.8818016737157648
0.10511515904651132,0.959275121924165,0.48126256708488907,0.8827355602004311
0.10382150613278943,0.9596541067655985,0.47964691855879715,0.8809586967988448
0.10148322771912892,0.9605395845747613,0.48881246678011364,0.8827851441123269
0.10025548677198416,0.9610685092504923,0.4882537801425124,0.8822727496840737
0.10000455069457771,0.9612172707210888,0.4887880667351013,0.8813182037526911
0.0982526407431675,0.9620519806750409,0.5000831526379252,0.8808140692277389
0.09705519974169838,0.962336513742224,0.49856567270187446,0.8808016758832065
0.09650440006037289,0.9628146719560995,0.4986564508357713,0.8818553903753107
0.09598123872238042,0.9628642587042474,0.503001295549925,0.8826983694596724
0.09425011365380496,0.9634829120264425,0.5067755303583866,0.8813099365667864
0.09295655125164214,0.9642302547430063,0.5197986878974493,0.8809462990327315
0.09387102087285135,0.9638583537015047,0.4999362024110417,0.8806983676390214
0.09140713997432758,0.9647733467275446,0.5131469993570517,0.8816487828168003
0.09166275163450312,0.9646127809301599,0.5182870293772498,0.881305806983601
0.09035739046753542,0.9652278929499837,0.5171123697140882,0.8814628326242621
